DancePartnerID	ID	Synonym	Type
0	LMFA00000001	acetylenicacids	lipid
0	LMFA00000001	2methoxy12methyloctadec17en5ynoylanhydride	lipid
0	LMFA01030475	10e16heptadecadien8ynoicacid	lipid
0	LMFA01030475	acetylenicacids	lipid
0	LMFA01030475	1016heptadecadien8ynoicacide	lipid
0	LMFA01030511	11e13eoctadecadien9ynoicacid	lipid
0	LMFA01030511	acetylenicacids	lipid
0	LMFA01030511	1113octadecadien9ynoicacidee	lipid
0	LMFA01030560	11eoctadecen9ynoicacid	lipid
0	LMFA01030560	agonandoicacid	lipid
0	LMFA01030560	trans11octadecen9ynoicacid	lipid
0	LMFA01030560	11octadecen9ynoicacide	lipid
0	LMFA01030560	santalbicacid	lipid
0	LMFA01030560	acetylenicacids	lipid
0	LMFA01030560	ximeninicacid	lipid
0	LMFA01030561	11octadecen9ynoicacidz	lipid
0	LMFA01030561	acetylenicacids	lipid
0	LMFA01030561	11zoctadecen9ynoicacid	lipid
0	LMFA01030561	cis11octadecen9ynoicacid	lipid
0	LMFA01030562	acetylenicacids	lipid
0	LMFA01030562	17octadecen9ynoicacid	lipid
0	LMFA01030693	5z8z14zeicosatrien11ynoicacid	lipid
0	LMFA01030693	acetylenicacids	lipid
0	LMFA01030694	5z11z14zeicosatrien8ynoicacid	lipid
0	LMFA01030694	acetylenicacids	lipid
0	LMFA01030703	acetylenicacids	lipid
0	LMFA01030703	6e8e12e14ehexadecatetraen10ynoicacid	lipid
0	LMFA01030706	acetylenicacids	lipid
0	LMFA01030706	6e8e12ehexadecatrien10ynoicacid	lipid
0	LMFA01030734	acetylenicacids	lipid
0	LMFA01030734	9z12zoctadecadien6ynoicacid	lipid
0	LMFA01030741	acetylenicacids	lipid
0	LMFA01030741	9eoctadecen12ynoicacid	lipid
0	LMFA01030748	acetylenicacids	lipid
0	LMFA01030748	5615trihydroxy7913eicosatrien11ynoicacid	lipid
0	LMFA01050258	7hydroxy10e16heptadecadien8ynoicacid	lipid
0	LMFA01050258	acetylenicacids	lipid
0	LMFA01050258	1016heptadecadien8ynoicacid7hydroxye	lipid
0	LMFA01050260	acetylenicacids	lipid
0	LMFA01050260	10heptadecen8ynoicacid7hydroxy	lipid
0	LMFA01050260	7hydroxy10heptadecen8ynoicacid	lipid
0	LMFA02000191	1117octadecadien9ynoicacid8hydroxye	lipid
0	LMFA02000191	acetylenicacids	lipid
0	LMFA02000191	8hydroxy11e17octadecadien9ynoicacid	lipid
0	LMFA02000192	acetylenicacids	lipid
0	LMFA02000192	9hydroxy10e14zoctadecadien12ynoicacid	lipid
0	LMFA02000192	1014octadecadien12ynoicacid9hydroxyez	lipid
0	LMFA02000215	8hydroxy11zoctadecen9ynoicacid	lipid
0	LMFA02000215	acetylenicacids	lipid
0	LMFA02000215	11octadecen9ynoicacid8hydroxyz	lipid
0	CHEBI:86506	allcis912octadecadien6ynoicacid	lipid
0	CHEBI:86506	9z12zoctadecadien6ynoicacid	lipid
1	LMFA00000002	n3shydroxydecanoyllserine	lipid
2	LMFA00000003	n3hexadecanoyloxyheptadecanoyllornithine	lipid
3	LMFA00000005	n315methylhexadecanoyloxy13methyltetradecanoyllserine	lipid
4	LMFA00000006	22s6amino23hydroxy14methylpentadecanamidohexanoyloxyethyl2hydroxy13methyltetradecanoate	lipid
5	LMFA00000007	caprinohydroxamicacid	lipid
5	LMFA00000007	decanohydroxamicacid	lipid
5	LMFA00000007	ndecanohydroxamicacid	lipid
5	LMFA00000007	nhydroxydecanamide	lipid
5	CHEBI:32350	caprinohydroxamicacid	lipid
5	CHEBI:32350	ndecanohydroxamicacid	lipid
5	CHEBI:32350	decanohydroxamicacid	lipid
6	LMFA00000008	9s10s10hydroxy9phosphonooxystearicacid	lipid
6	LMFA00000008	9s10s10hydroxy9phosphonooxyoctadecanoicacid	lipid
6	CHEBI:49253	9s10s10hydroxy9phosphonooxystearicacid	lipid
7	LMFA00000009	66aminohexanamidohexanoicacid	lipid
8	LMFA00000014	2aminoethyl5z8z11z14zeicosatetraenoate	lipid
9	LMFA00000015	ddm	lipid
9	CHEBI:28555	112chloroethylidenebis4chlorobenzene	lipid
9	CHEBI:28555	ddms	lipid
9	CHEBI:28555	1chloro42chloro14chlorophenylethylbenzene	lipid
9	CHEBI:28555	1chloro22bis4chlorophenylethane	lipid
9	CHEBI:28555	ddm	lipid
9	CHEBI:28555	11bispchlorophenyl2chloroethane	lipid
9	CHEBI:28555	ppddms	lipid
9	CHEBI:28763	bispchlorophenylmethane	lipid
9	CHEBI:28763	dipchlorophenylmethane	lipid
9	CHEBI:28763	ppdichlorodiphenylmethane	lipid
9	CHEBI:28763	1chloro44chlorobenzylbenzene	lipid
9	CHEBI:28763	ddm	lipid
9	CHEBI:28763	di4chlorophenylmethane	lipid
9	CHEBI:28763	bis4chlorophenylmethane	lipid
9	CHEBI:28763	44dichlorodiphenylmethane	lipid
9	CHEBI:32506	44methylenedianiline	lipid
9	CHEBI:32506	di4aminophenylmethane	lipid
9	CHEBI:32506	ppdiaminodiphenylmethane	lipid
9	CHEBI:32506	44diaminodiphenylmethane	lipid
9	CHEBI:32506	44methylenebisbenzeneamine	lipid
9	CHEBI:32506	dapm	lipid
9	CHEBI:32506	dianilinomethane	lipid
9	CHEBI:32506	alphapaminophenylptoluidine	lipid
9	CHEBI:32506	dipaminophenylmethane	lipid
9	CHEBI:32506	44aminobenzylaniline	lipid
9	CHEBI:32506	bispaminophenylmethane	lipid
9	CHEBI:32506	ppmethylenedianiline	lipid
9	CHEBI:32506	44diphenylmethanediamine	lipid
9	CHEBI:32506	dadpm	lipid
9	CHEBI:32506	bis4aminophenylmethane	lipid
9	CHEBI:32506	ddm	lipid
9	CHEBI:62384	ddm838	lipid
9	CHEBI:62384	dideoxymycobactin	lipid
9	CHEBI:62384	ddm	lipid
9	CHEBI:62384	didehydroxymycobactin838	lipid
10	LMFA00000016	docosane114disulfate	lipid
10	LMFA00000016	docosane114diylbishydrogensulfate	lipid
11	LMFA00000017	13chlorodocosane114disulfate	lipid
12	LMFA00000018	1115dichlorodocosane114disulfate	lipid
13	LMFA00000019	2211131516hexachlorodocosane114disulfate	lipid
14	LMFA00000020	22111315pentachlorodocosane114disulfate	lipid
15	LMFA00000021	22111316pentachlorodocosane114disulfate	lipid
16	LMFA00000022	22dichlorodocosane114disulfate	lipid
17	LMFA00000023	14chlorotetracosane115diylbishydrogensulfate	lipid
17	LMFA00000023	14chlorotetracosane115disulfate	lipid
18	LMFA00000024	212141617pentachlorotetracosane115disulfate	lipid
19	LMFA00000025	2212141617hexachlorotetracosane115disulfate	lipid
20	LMFA00000026	1112131516pentachloro14hydroxytetracos1zenylsulfate	lipid
20	LMFA00000026	z1112131516pentachloro14hydroxytetracos1enylhydrogensulfate	lipid
21	LMFA00000031	17dimethylarsinoyl9zheptadecenoicacid	lipid
22	LMFA00000034	13dimethylarsinoyltridecanoicacid	lipid
23	LMFA00000035	2dimethylarsinoylethanoicacid	lipid
24	LMFA00000039	19dimethylarsinoylnonadecanoicacid	lipid
25	LMFA00000043	17trimethylarsenylheptadecan1ol	lipid
26	LMFA00000051	2211s13r15s16rhexaachlorodocosane114sdisulfate	lipid
27	LMFA00000027	15dimethylarsinoylpentadecanoicacid	lipid
28	LMFA00000028	21dimethylarsinoyl7z10z13z16z19zheneicosapentaenoicacid	lipid
29	LMFA00000029	22dimethylarsinoyl5z7z11z14z17z20zdocosahexaenoicacid	lipid
30	LMFA00000030	9dimethylarsinoylnonanoicacid	lipid
31	LMFA00000032	16dimethylarsinoyl9zhexadecenoicacid	lipid
32	LMFA00000033	1dimethylarsinoyltricosane	lipid
33	LMFA00000036	8dimethylarsinoyloctanoicacid	lipid
34	LMFA00000037	11dimethylarsinoylundecanoicacid	lipid
35	LMFA00000038	3dimethylarsinoylpropionicacid	lipid
36	LMFA00000040	thiodmap	lipid
36	LMFA00000040	3thio3dimethylarsenoylpropanoicacid	lipid
37	LMFA00000041	thiodmab	lipid
37	LMFA00000041	4thiodimethylarsenoylbutanoicacid	lipid
38	LMFA00000042	dmab	lipid
38	LMFA00000042	4dimethylarsenoylbutanoicacid	lipid
39	LMFA01010001	cetylicacid	lipid
39	LMFA01010001	c160	lipid
39	LMFA01010001	palmitate	lipid
39	LMFA01010001	nhexadecanoicacid	lipid
39	LMFA01010001	hexadecanoicacid	lipid
39	LMFA01010001	aethalicacid	lipid
39	CHEBI:7896	1hexyldecanoate	lipid
39	CHEBI:7896	hexadecanoate	lipid
39	CHEBI:7896	nhexadecanoate	lipid
39	CHEBI:7896	160	lipid
39	CHEBI:7896	nhexadecoate	lipid
39	CHEBI:7896	palmitate	lipid
39	CHEBI:7896	hexadecanoicacidion1	lipid
39	CHEBI:7896	pentadecanecarboxylate	lipid
39	CHEBI:7896	ch3ch214coo	lipid
39	CHEBI:7896	1pentadecanecarboxylate	lipid
39	CHEBI:15756	pentadecanecarboxylicacid	lipid
39	CHEBI:15756	hexadecylicacid	lipid
39	CHEBI:15756	ch3ch214cooh	lipid
39	CHEBI:15756	1600	lipid
39	CHEBI:15756	nhexadecoicacid	lipid
39	CHEBI:15756	c16	lipid
39	CHEBI:15756	c16fattyacid	lipid
39	CHEBI:15756	1hexyldecanoicacid	lipid
39	CHEBI:15756	hexadecanoate	lipid
39	CHEBI:15756	fa160	lipid
39	CHEBI:15756	c160	lipid
39	CHEBI:15756	palmiticacid	lipid
39	CHEBI:15756	hexaectylicacid	lipid
39	CHEBI:15756	palmitinsaeure	lipid
39	CHEBI:15756	1pentadecanecarboxylicacid	lipid
39	CHEBI:15756	palmitinicacid	lipid
39	CHEBI:15756	cetylicacid	lipid
39	CHEBI:15756	palmitate	lipid
39	CHEBI:15756	nhexadecanoicacid	lipid
39	CHEBI:15756	hexadecoicacid	lipid
40	LMFA01010002	ethanoicacid	lipid
40	LMFA01010002	vinegaracid	lipid
40	LMFA01010002	acetate	lipid
40	LMFA01010002	10methanecarboxylicacid	lipid
40	LMFA01010002	c20	lipid
40	CHEBI:15366	ethanoicacid	lipid
40	CHEBI:15366	acideacetique	lipid
40	CHEBI:15366	ch3cooh	lipid
40	CHEBI:15366	methanecarboxylicacid	lipid
40	CHEBI:15366	hoac	lipid
40	CHEBI:15366	meco2h	lipid
40	CHEBI:15366	acoh	lipid
40	CHEBI:15366	insno260	lipid
40	CHEBI:15366	aceticacid	lipid
40	CHEBI:15366	essigsaeure	lipid
40	CHEBI:15366	ethylicacid	lipid
40	CHEBI:15366	mecooh	lipid
40	CHEBI:15366	e260	lipid
40	CHEBI:15366	ch3co2h	lipid
40	CHEBI:15366	ethoicacid	lipid
40	CHEBI:17272	propanate	lipid
40	CHEBI:17272	propanoate	lipid
40	CHEBI:17272	methylacetate	lipid
40	CHEBI:17272	pseudoacetate	lipid
40	CHEBI:17272	metacetonate	lipid
40	CHEBI:17272	propionate	lipid
40	CHEBI:17272	ch3ch2coo	lipid
40	CHEBI:17272	propanoicacidion1	lipid
40	CHEBI:17272	ethylformate	lipid
40	CHEBI:17272	etco2anion	lipid
40	CHEBI:17272	ethanecarboxylate	lipid
40	CHEBI:17272	carboxylatoethane	lipid
40	CHEBI:27750	ethylethanoate	lipid
40	CHEBI:27750	essigester	lipid
40	CHEBI:27750	vinegarnaphtha	lipid
40	CHEBI:27750	acetylester	lipid
40	CHEBI:27750	essigsaeureethylester	lipid
40	CHEBI:27750	aceticester	lipid
40	CHEBI:27750	ethylacetat	lipid
40	CHEBI:27750	etoac	lipid
40	CHEBI:27750	ethylazetat	lipid
40	CHEBI:27750	ethylaceticester	lipid
40	CHEBI:27750	ch3cooch3	lipid
40	CHEBI:27750	1acetoxyethane	lipid
40	CHEBI:27750	acetoxyethane	lipid
40	CHEBI:27750	ethylacetate	lipid
40	CHEBI:27750	aceticacidethylester	lipid
40	CHEBI:27750	acoet	lipid
40	CHEBI:30089	acetateion	lipid
40	CHEBI:30089	acetate	lipid
40	CHEBI:30089	ethanoate	lipid
40	CHEBI:30089	azetat	lipid
40	CHEBI:30089	aceticacidion1	lipid
40	CHEBI:30089	ethanoat	lipid
40	CHEBI:30089	ch3coo	lipid
40	CHEBI:30089	meco2anion	lipid
40	CHEBI:47622	acetates	lipid
40	CHEBI:47622	acetylester	lipid
40	CHEBI:47622	aceticester	lipid
40	CHEBI:47622	acetateesters	lipid
40	CHEBI:47622	anacetylester	lipid
40	CHEBI:47622	acetate	lipid
40	CHEBI:47622	acetylesters	lipid
40	CHEBI:7445	lpyroglutamyllhistidylltryptophyllserylltyrosyl32naphthyldalanyllleucyllarginyllprolylglycinamide	lipid
40	CHEBI:7445	5oxolprolyllhistidylltryptophyllserylltyrosyl32naphthyldalanyllleucyllarginyllprolylglycinamide	lipid
40	CHEBI:7445	6d2naphthylalaninegnrh	lipid
40	CHEBI:7446	5oxolprolyllhistidylltryptophyllserylltyrosyl32naphthyldalanyllleucyllarginyllprolylglycinamideacetatesalthydrate	lipid
40	CHEBI:7446	hydrate	lipid
40	CHEBI:7446	nafarelinacetatesalthydrate	lipid
40	CHEBI:7446	rs94991298	lipid
40	CHEBI:7446	aceticacid	lipid
40	CHEBI:7446	lpyroglutamyllhistidylltryptophyllserylltyrosyl32naphthyldalanyllleucyllarginyllprolylglycinamide	lipid
40	CHEBI:7446	nafarelinacetatehydrate	lipid
40	CHEBI:48076	aco	lipid
40	CHEBI:48076	acetoxy	lipid
40	CHEBI:48076	ch3coo	lipid
40	CHEBI:52342	ethylformicester	lipid
40	CHEBI:52342	formiatodeetilo	lipid
40	CHEBI:52342	areginal	lipid
40	CHEBI:52342	aethylformiat	lipid
40	CHEBI:52342	ethylformiaat	lipid
40	CHEBI:52342	formicether	lipid
40	CHEBI:52342	carboxylicacidoxaethane	lipid
40	CHEBI:52342	ethylformate	lipid
40	CHEBI:52342	ethylmethanoate	lipid
40	CHEBI:52342	ethyleformiated	lipid
40	CHEBI:52342	formicacidethylester	lipid
40	CHEBI:77700	methylacetate	lipid
40	CHEBI:77700	methylethanoate	lipid
40	CHEBI:77700	tereton	lipid
40	CHEBI:77700	acetatedemethyle	lipid
40	CHEBI:77700	ch3co2ch3	lipid
40	CHEBI:77700	ch3cooch3	lipid
40	CHEBI:77700	devoton	lipid
40	CHEBI:77700	aceticacidmethylester	lipid
40	CHEBI:77700	meoac	lipid
40	CHEBI:77700	acome	lipid
40	CHEBI:77700	methylacetat	lipid
41	LMFA01010003	pseudoaceticacid	lipid
41	LMFA01010003	c30	lipid
41	LMFA01010003	propionatemethylaceticacid	lipid
41	LMFA01010003	propanoicacid	lipid
41	LMFA01010003	ethanecarboxylicacid	lipid
41	LMFA01010003	ethylformicacid	lipid
41	CHEBI:30768	propoicacid	lipid
41	CHEBI:30768	ethylformicacid	lipid
41	CHEBI:30768	pseudoaceticacid	lipid
41	CHEBI:30768	acidepropanoique	lipid
41	CHEBI:30768	propionicacid	lipid
41	CHEBI:30768	metacetonicacid	lipid
41	CHEBI:30768	methylaceticacid	lipid
41	CHEBI:30768	propioicacid	lipid
41	CHEBI:30768	propanoicacid	lipid
41	CHEBI:30768	ethanecarboxylicacid	lipid
41	CHEBI:30768	ch3ch2cooh	lipid
41	CHEBI:30768	acidepropionique	lipid
41	CHEBI:30768	carboxyethane	lipid
41	CHEBI:30768	propionsaeure	lipid
42	LMFA01010004	ethylaceticacid	lipid
42	LMFA01010004	c40	lipid
42	LMFA01010004	butanoicacid	lipid
42	LMFA01010004	butanoate	lipid
42	CHEBI:17968	butyrate	lipid
42	CHEBI:17968	ch3ch22coo	lipid
42	CHEBI:17968	1propanecarboxylate	lipid
42	CHEBI:17968	propanecarboxylate	lipid
42	CHEBI:17968	nbutyrate	lipid
42	CHEBI:17968	1butanoate	lipid
42	CHEBI:17968	butanoicacidion1	lipid
42	CHEBI:17968	nbutanoate	lipid
42	CHEBI:17968	butanoate	lipid
42	CHEBI:17968	butanate	lipid
42	CHEBI:17968	propylformate	lipid
42	CHEBI:17968	1butyrate	lipid
42	CHEBI:30772	nbutanoicacid	lipid
42	CHEBI:30772	1butanoicacid	lipid
42	CHEBI:30772	nbutyricacid	lipid
42	CHEBI:30772	buttersaeure	lipid
42	CHEBI:30772	propylformicacid	lipid
42	CHEBI:30772	propanecarboxylicacid	lipid
42	CHEBI:30772	1propanecarboxylicacid	lipid
42	CHEBI:30772	butanoate	lipid
42	CHEBI:30772	acidebutanoique	lipid
42	CHEBI:30772	ch3ch22cooh	lipid
42	CHEBI:30772	1butyricacid	lipid
42	CHEBI:30772	butanoicacid	lipid
42	CHEBI:30772	butyricacid	lipid
42	CHEBI:30772	butoicacid	lipid
42	CHEBI:30772	c40	lipid
42	CHEBI:30772	ethylaceticacid	lipid
42	CHEBI:30772	butanicacid	lipid
42	CHEBI:30772	acidebutyrique	lipid
43	LMFA01010005	c50	lipid
43	LMFA01010005	valerianicacid	lipid
43	LMFA01010005	pentanoicacid	lipid
43	CHEBI:17418	pentanoate	lipid
43	CHEBI:17418	npentanoate	lipid
43	CHEBI:17418	nvalericacid	lipid
43	CHEBI:17418	pentanoicacid	lipid
43	CHEBI:17418	npentanoicacid	lipid
43	CHEBI:17418	valerate	lipid
43	CHEBI:17418	ch3ch23cooh	lipid
43	CHEBI:17418	1butanecarboxylicacid	lipid
43	CHEBI:17418	pentoicacid	lipid
43	CHEBI:17418	valeriansaeure	lipid
43	CHEBI:17418	valericacid	lipid
43	CHEBI:17418	propylaceticacid	lipid
43	CHEBI:17418	nbucooh	lipid
43	CHEBI:17418	valericacidnormal	lipid
43	CHEBI:17418	valerianicacid	lipid
43	CHEBI:31011	npropylacetate	lipid
43	CHEBI:31011	pentanoate	lipid
43	CHEBI:31011	ch3ch23coo	lipid
43	CHEBI:31011	pentanoicacidion1	lipid
43	CHEBI:40116	npropylacetate	lipid
43	CHEBI:40116	propylethanoate	lipid
43	CHEBI:40116	propylacetate	lipid
43	CHEBI:40116	1acetoxypropane	lipid
44	LMFA01010006	c60	lipid
44	LMFA01010006	pentylformicacid	lipid
44	LMFA01010006	capronicacid	lipid
44	LMFA01010006	butylaceticacid	lipid
44	LMFA01010006	hexanoicacid	lipid
44	CHEBI:17120	nhexanoate	lipid
44	CHEBI:17120	caproate	lipid
44	CHEBI:17120	pentylformate	lipid
44	CHEBI:17120	hexanoate	lipid
44	CHEBI:17120	pentanecarboxylate	lipid
44	CHEBI:17120	butylacetate	lipid
44	CHEBI:17120	1hexanoate	lipid
44	CHEBI:17120	ncaproate	lipid
44	CHEBI:17120	nhexoate	lipid
44	CHEBI:17120	nhexylate	lipid
44	CHEBI:17120	ch3ch24coo	lipid
44	CHEBI:17120	capronate	lipid
44	CHEBI:17120	npnco2anion	lipid
44	CHEBI:17120	hexylate	lipid
44	CHEBI:17120	1pentanecarboxylate	lipid
44	CHEBI:17120	1pentacarboxylate	lipid
44	CHEBI:17120	hexoate	lipid
44	CHEBI:30776	butylaceticacid	lipid
44	CHEBI:30776	pentiformicacid	lipid
44	CHEBI:30776	1hexanoicacid	lipid
44	CHEBI:30776	hexanoicacid	lipid
44	CHEBI:30776	c60	lipid
44	CHEBI:30776	hexanoate	lipid
44	CHEBI:30776	nhexanoicacid	lipid
44	CHEBI:30776	ncaproicacid	lipid
44	CHEBI:30776	pentylformicacid	lipid
44	CHEBI:30776	hexoicacid	lipid
44	CHEBI:30776	nhexylicacid	lipid
44	CHEBI:30776	capronicacid	lipid
44	CHEBI:30776	pentanecarboxylicacid	lipid
44	CHEBI:30776	caproicacid	lipid
44	CHEBI:30776	1pentanecarboxylicacid	lipid
44	CHEBI:30776	ch3ch24cooh	lipid
44	CHEBI:30776	nhexoicacid	lipid
44	CHEBI:30776	hexylicacid	lipid
44	CHEBI:31328	essigsaeurebutylester	lipid
44	CHEBI:31328	1acetoxybutane	lipid
44	CHEBI:31328	nbutylethanoate	lipid
44	CHEBI:31328	nbutylacetate	lipid
44	CHEBI:31328	essigsaeurenbutylester	lipid
44	CHEBI:31328	butylethanoate	lipid
44	CHEBI:31328	aceticacidnbutylester	lipid
44	CHEBI:31328	butylesterofaceticacid	lipid
44	CHEBI:31328	aceticacidbutylester	lipid
44	CHEBI:31328	butylacetat	lipid
44	CHEBI:31328	butylacetate	lipid
44	CHEBI:31328	1butylacetate	lipid
44	CHEBI:31328	ch3cooch23ch3	lipid
44	CHEBI:31328	butylazetat	lipid
44	CHEBI:31328	acetatedebutyle	lipid
45	LMFA01010007	oenanthicacid	lipid
45	LMFA01010007	enanthoicacid	lipid
45	LMFA01010007	enanthylicacid	lipid
45	LMFA01010007	heptanoicacid	lipid
45	LMFA01010007	heptoicacid	lipid
45	LMFA01010007	c70	lipid
45	LMFA01010007	enanthicacid	lipid
45	CHEBI:45571	oenanthylicacid	lipid
45	CHEBI:45571	oenanthicacid	lipid
45	CHEBI:45571	nheptoicacid	lipid
45	CHEBI:45571	heptylicacid	lipid
45	CHEBI:45571	heptansaeure	lipid
45	CHEBI:45571	enanthylicacid	lipid
45	CHEBI:45571	heptanoicacid	lipid
45	CHEBI:45571	oenanthsaeure	lipid
45	CHEBI:45571	heptoicacid	lipid
45	CHEBI:45571	nheptylicacid	lipid
45	CHEBI:45571	ch3ch25cooh	lipid
45	CHEBI:45571	nheptanoicacid	lipid
45	CHEBI:45571	enanthicacid	lipid
46	LMFA01010008	octylicacid	lipid
46	LMFA01010008	c80	lipid
46	LMFA01010008	octanoicacid	lipid
46	CHEBI:28837	noctanoicacid	lipid
46	CHEBI:28837	caprylicacid	lipid
46	CHEBI:28837	ch3ch26cooh	lipid
46	CHEBI:28837	acidooctanoico	lipid
46	CHEBI:28837	acidumoctanocium	lipid
46	CHEBI:28837	octanoicacidcaprylicacid	lipid
46	CHEBI:28837	octanoicacid	lipid
46	CHEBI:28837	octylicacid	lipid
46	CHEBI:28837	c80	lipid
46	CHEBI:28837	noctylicacid	lipid
46	CHEBI:28837	kaprylsaeure	lipid
46	CHEBI:28837	acideoctanoique	lipid
46	CHEBI:28837	octoicacid	lipid
46	CHEBI:28837	ncaprylicacid	lipid
46	CHEBI:28837	1heptanecarboxylicacid	lipid
46	CHEBI:28837	noctoicacid	lipid
46	CHEBI:28837	octansaeure	lipid
47	LMFA01010009	nonylicacid	lipid
47	LMFA01010009	nonanoicacid	lipid
47	LMFA01010009	c90	lipid
47	LMFA01010009	nonoicacid	lipid
47	CHEBI:29019	1octanecarboxylicacid	lipid
47	CHEBI:29019	pelargon	lipid
47	CHEBI:29019	nonylicacid	lipid
47	CHEBI:29019	nonanoate	lipid
47	CHEBI:29019	ch3ch27cooh	lipid
47	CHEBI:29019	1nonanoicacid	lipid
47	CHEBI:29019	nonoicacid	lipid
47	CHEBI:29019	pelargonsaeure	lipid
47	CHEBI:29019	nonanoicacid	lipid
47	CHEBI:29019	pergonicacid	lipid
47	CHEBI:29019	pelargonicacid	lipid
47	CHEBI:29019	nonansaeure	lipid
47	CHEBI:29019	nnonanoicacid	lipid
47	CHEBI:29019	pelargicacid	lipid
47	CHEBI:32361	nonanoate	lipid
47	CHEBI:32361	nonylate	lipid
47	CHEBI:32361	nnonanoate	lipid
47	CHEBI:32361	pelargonate	lipid
47	CHEBI:32361	pelargate	lipid
47	CHEBI:32361	ch3ch27coo	lipid
47	CHEBI:32361	pergonate	lipid
47	CHEBI:32361	nonoate	lipid
47	CHEBI:32361	1octanecarboxylate	lipid
47	CHEBI:32361	1nonanoate	lipid
48	LMFA01010010	caprinicacid	lipid
48	LMFA01010010	c100	lipid
48	LMFA01010010	decylicacid	lipid
48	LMFA01010010	decoicacid	lipid
48	LMFA01010010	decanoicacid	lipid
48	CHEBI:27689	ndecanoate	lipid
48	CHEBI:27689	decoate	lipid
48	CHEBI:27689	caprinate	lipid
48	CHEBI:27689	decanoate	lipid
48	CHEBI:27689	ch3ch28coo	lipid
48	CHEBI:27689	decanoicacidanion	lipid
48	CHEBI:27689	ndecoate	lipid
48	CHEBI:27689	ndecylate	lipid
48	CHEBI:27689	1nonanecarboxylate	lipid
48	CHEBI:27689	ncaprate	lipid
48	CHEBI:27689	caprate	lipid
48	CHEBI:27689	caprynate	lipid
48	CHEBI:27689	nc9h19co2anion	lipid
48	CHEBI:27689	decylate	lipid
48	CHEBI:30813	caprinicacid	lipid
48	CHEBI:30813	c100	lipid
48	CHEBI:30813	decanoate	lipid
48	CHEBI:30813	ndecanoicacid	lipid
48	CHEBI:30813	ndecylicacid	lipid
48	CHEBI:30813	decylicacid	lipid
48	CHEBI:30813	capricacid	lipid
48	CHEBI:30813	decoicacid	lipid
48	CHEBI:30813	ndecoicacid	lipid
48	CHEBI:30813	1nonanecarboxylicacid	lipid
48	CHEBI:30813	kaprinsaeure	lipid
48	CHEBI:30813	dekansaeure	lipid
48	CHEBI:30813	decanoicacid	lipid
48	CHEBI:30813	ch3ch28cooh	lipid
48	CHEBI:30813	ncapricacid	lipid
48	CHEBI:44499	pelargonicacidmethylester	lipid
48	CHEBI:44499	methylnnonanoate	lipid
48	CHEBI:44499	methylesternonanoicacid	lipid
48	CHEBI:44499	methylnonylate	lipid
48	CHEBI:44499	1nonanecarboxylicacid	lipid
48	CHEBI:44499	methylpelargonate	lipid
49	LMFA01010011	hendecanoicacid	lipid
49	LMFA01010011	undecanoicacid	lipid
49	LMFA01010011	c110	lipid
49	CHEBI:32368	nundecoicacid	lipid
49	CHEBI:32368	ch3ch29cooh	lipid
49	CHEBI:32368	undecoicacid	lipid
49	CHEBI:32368	hendecanoicacid	lipid
49	CHEBI:32368	1decanecarboxylicacid	lipid
49	CHEBI:32368	nundecylicacid	lipid
49	CHEBI:32368	undecylicacid	lipid
49	CHEBI:32368	undekansaeure	lipid
49	CHEBI:32368	uda	lipid
49	CHEBI:32368	nundecanoicacid	lipid
50	LMFA01010012	ndodecanoicacid	lipid
50	LMFA01010012	laurostearicacid	lipid
50	LMFA01010012	dodecylicacid	lipid
50	LMFA01010012	dodecanoate	lipid
50	LMFA01010012	c120	lipid
50	LMFA01010012	dodecanoicacid	lipid
50	CHEBI:18262	dodecoate	lipid
50	CHEBI:18262	laurostearate	lipid
50	CHEBI:18262	undecane1carboxylate	lipid
50	CHEBI:18262	vulvate	lipid
50	CHEBI:18262	c12fattyacidanion	lipid
50	CHEBI:18262	dodecylate	lipid
50	CHEBI:18262	laurate	lipid
50	CHEBI:18262	1undecanecarboxylate	lipid
50	CHEBI:18262	duodecylate	lipid
50	CHEBI:18262	ch3ch210coo	lipid
50	CHEBI:18262	dodecanoate	lipid
50	CHEBI:18262	ndodecanoate	lipid
50	CHEBI:18262	duodecyclate	lipid
50	CHEBI:30805	vulvicacid	lipid
50	CHEBI:30805	laurostearicacid	lipid
50	CHEBI:30805	c120	lipid
50	CHEBI:30805	dodecanoicacid	lipid
50	CHEBI:30805	dao	lipid
50	CHEBI:30805	1undecanecarboxylicacid	lipid
50	CHEBI:30805	coconutoilfattyacids	lipid
50	CHEBI:30805	dodecoicacid	lipid
50	CHEBI:30805	laurinsaeure	lipid
50	CHEBI:30805	abl	lipid
50	CHEBI:30805	ndodecanoicacid	lipid
50	CHEBI:30805	dodecylcarboxylate	lipid
50	CHEBI:30805	c12fattyacid	lipid
50	CHEBI:30805	duodecylicacid	lipid
50	CHEBI:30805	lauricacid	lipid
50	CHEBI:30805	duodecyclicacid	lipid
50	CHEBI:30805	ch3ch210cooh	lipid
50	CHEBI:30805	undecane1carboxylicacid	lipid
50	CHEBI:30805	dodecylicacid	lipid
51	LMFA01010013	c130	lipid
51	LMFA01010013	tridecanoicacid	lipid
51	CHEBI:45919	c130	lipid
51	CHEBI:45919	tridecylicacid	lipid
51	CHEBI:45919	ntridecoicacid	lipid
51	CHEBI:45919	ntridecanoicacid	lipid
52	LMFA01010014	c140	lipid
